timestamp_utc,semana_iso,semana_epi,fecha_local,ndvi_1fa,ndvi_2fa,ndvi_3fa,ndvi_4fa,ndvi_5fa,ndvi_6fa,ndvi_7fa,ndvi_8fa,ndvi_9fa,ndvi_10fa,ndvi_1fp,ndvi_2fp,gndvi_1fa,gndvi_2fa,gndvi_3fa,gndvi_4fa,gndvi_5fa,gndvi_6fa,gndvi_7fa,gndvi_8fa,gndvi_9fa,gndvi_10fa,gndvi_1fp,gndvi_2fp,sar_vv_db,sar_vh_db,sar_ratio_vv_vh,sar_fecha,clegg_1fa,clegg_2fa,clegg_3fa,clegg_4fa,clegg_1fp,clegg_2fp,asp_cubierto_pct,asp_solapado_pct,asp_sin_cobertura_pct,asp_total_count,score_canchero,score_estadio,score_poli,score_solar,score_piletas,score_sede,et0_mm_dia,precipitacion_semana_mm,deficit_hidrico_mm,humedad_suelo_pct,humedad_suelo_estado,sentinel2_fecha_imagen,sentinel2_nubosidad_pct,sentinel2_fuente
2026-05-26T01:44:49Z,2026-W22,22,2026-05-25,0.188,0.524,0.173,0.158,0.189,0.161,0.166,0.16,0.136,0.197,0.074,0.1,0.183,0.46,0.189,0.184,0.225,0.183,0.191,0.188,0.153,0.205,0.092,0.11,,,,,,,,,,,,,,,59,78,39,71,91,75,0.64,0.0,4.5,18.0,bajo,2026-05-17,5.0,sentinel-2-l2a · Planetary Computer · 2026-05-17 · nubosidad 5%
2026-05-26T02:06:05Z,2026-W22,22,2026-05-25,0.188,0.524,0.173,0.158,0.189,0.161,0.166,0.16,0.136,0.197,0.074,0.1,0.183,0.46,0.189,0.184,0.225,0.183,0.191,0.188,0.153,0.205,0.092,0.11,,,,,,,,,,,,,,,59,78,39,71,91,75,0.64,0.0,4.5,18.0,bajo,2026-05-17,5.0,sentinel-2-l2a · Planetary Computer · 2026-05-17 · nubosidad 5%
